lid,longitude,latitude,altitude,admin1,admin2,admin3,admin4,work,shopping,school,other,college,religion,designation,home,total_visits,total_on_day_0,total_on_day_1,total_on_day_2,total_on_day_3,total_on_day_4,total_on_day_5,total_on_day_6,average_daily_total,median_daily_total,max_daily_total,max_simultaneous_visits,old_lid
666,-78.48038000000003,38.03297,-1,51,540,1000,1,520,0.0,0,520,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,633
667,-78.47531770010029,38.0311586453408,-1,51,540,1000,1,0,0.0,0,0,0,0,none:home,1,11.0,2,2,2,2,1,2,0,1.5714285714285714,2,2,1,639
668,-78.48313,38.03794,-1,51,540,1000,2,1,1235.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,0
669,-78.4786,38.04022,-1,51,540,1000,2,1,1526.0,0,1,0,0,none:retail,0,2.0,0,0,1,0,0,1,0,0.2857142857142857,0,1,2,4
670,-78.47407,38.0388,-1,51,540,1000,2,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,32
671,-78.47823000000002,38.04019,-1,51,540,1000,2,1,1526.0,0,1,0,0,none:retail,0,3.0,0,2,0,0,0,1,0,0.4285714285714285,0,2,2,50
672,-78.4839,38.03662,-1,51,540,1000,2,1,582.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,96
673,-78.47799,38.04131,-1,51,540,1000,2,1,598.0,0,1,0,0,none:retail,0,2.0,0,0,0,1,1,0,0,0.2857142857142857,0,1,2,97
674,-78.4799,38.04045,-1,51,540,1000,2,1,793.0,0,1,0,0,none:retail,0,2.0,0,2,0,0,0,0,0,0.2857142857142857,0,2,2,98
675,-78.48291,38.03772,-1,51,540,1000,2,1,694.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,101
676,-78.48198000000002,38.03841,-1,51,540,1000,2,1,341.0,0,1,0,0,none:retail,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,102
677,-78.4839,38.03662,-1,51,540,1000,2,1,582.0,0,1,0,0,none:retail,0,8.0,1,1,1,1,1,1,2,1.1428571428571428,1,2,2,106
678,-78.48451,38.03604,-1,51,540,1000,2,1,3014.0,0,1,0,0,none:retail,0,2.0,1,0,0,1,0,0,0,0.2857142857142857,0,1,1,142
679,-78.48044,38.03995,-1,51,540,1000,2,1,1256.0,0,1,0,0,none:retail,0,3.0,0,0,1,0,2,0,0,0.4285714285714285,0,2,2,157
680,-78.47853,38.0410000000001,-1,51,540,1000,2,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,198
681,-78.47995,38.04041,-1,51,540,1000,2,1,793.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,221
682,-78.47887,38.04106,-1,51,540,1000,2,1,1150.0,0,1,0,0,none:retail,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,222
683,-78.47823000000002,38.04019,-1,51,540,1000,2,1,1526.0,0,1,0,0,none:retail,0,3.0,1,1,0,0,1,0,0,0.4285714285714285,0,1,3,227
684,-78.47835,38.04089000000001,-1,51,540,1000,2,1,1452.0,0,1,0,0,none:retail,0,2.0,0,0,0,1,0,0,1,0.2857142857142857,0,1,2,234
685,-78.48272,38.0377,-1,51,540,1000,2,1,320.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,256
686,-78.48455,38.0360200000001,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,297
687,-78.47944,38.03274,-1,51,540,1000,2,152,0.0,0,152,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,307
688,-78.4796699999999,38.0347800000001,-1,51,540,1000,2,1753,0.0,0,1753,0,0,none:medical,0,10.0,3,2,1,1,0,1,2,1.4285714285714286,1,3,5,348
689,-78.4823,38.0381100000001,-1,51,540,1000,2,1768,0.0,0,1768,0,0,none:medical,0,5.0,0,0,1,1,1,1,1,0.7142857142857143,1,1,3,371
690,-78.47989,38.04047,-1,51,540,1000,2,528,0.0,0,528,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,375
691,-78.48104000000002,38.0393,-1,51,540,1000,2,1745,0.0,0,1745,0,0,none:government,0,6.0,2,1,2,0,1,0,0,0.8571428571428571,0,2,4,387
692,-78.47752,38.03216,-1,51,540,1000,2,610,0.0,0,610,0,0,none:medical,0,3.0,0,0,0,1,2,0,0,0.4285714285714285,0,2,3,392
693,-78.48365,38.0368500000001,-1,51,540,1000,2,1082,0.0,0,1082,0,0,none:medical,0,4.0,0,2,1,0,1,0,0,0.5714285714285714,0,2,3,400
694,-78.48389,38.03662,-1,51,540,1000,2,388,0.0,0,388,0,0,none:government,0,2.0,1,0,1,0,0,0,0,0.2857142857142857,0,1,1,402
695,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,411
696,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,416
697,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0,2.0,0,1,0,1,0,0,0,0.2857142857142857,0,1,2,417
698,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,427
699,-78.47944,38.03274,-1,51,540,1000,2,152,0.0,0,152,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,435
700,-78.47633,38.04155,-1,51,540,1000,2,299,0.0,0,299,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,445
701,-78.47944,38.03274,-1,51,540,1000,2,152,0.0,0,152,0,0,none:medical,0,2.0,0,0,0,1,0,0,1,0.2857142857142857,0,1,2,452
702,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0,2.0,1,1,0,0,0,0,0,0.2857142857142857,0,1,1,530
703,-78.47944,38.03274,-1,51,540,1000,2,152,0.0,0,152,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,541
704,-78.47944,38.03274,-1,51,540,1000,2,152,0.0,0,152,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,551
705,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,595
706,-78.477758,38.034441,-1,51,540,1000,2,0,0.0,0,0,0,0,none:home,1,13.0,2,2,2,2,2,2,1,1.8571428571428568,2,2,1,649
707,-78.4783118718127,38.0365291379002,-1,51,540,1000,2,0,0.0,0,0,0,0,none:home,1,16.0,2,3,3,3,1,2,2,2.2857142857142856,2,3,1,670
708,-78.4788145,38.0340465,-1,51,540,1000,2,0,0.0,0,0,0,0,none:home,1,10.0,2,1,1,1,2,1,2,1.4285714285714286,1,2,1,671
709,-78.4742,38.0392695,-1,51,540,1000,2,0,0.0,0,0,0,0,none:home,1,15.0,2,2,2,2,2,2,3,2.142857142857143,2,3,1,672
710,-78.4769975297761,38.04374414451871,-1,51,540,1000,2,0,0.0,0,0,0,0,none:home,1,13.0,1,2,2,2,2,2,2,1.8571428571428568,2,2,1,688
711,-78.47403,38.03128,-1,51,540,1000,3,1,261.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,149
712,-78.47374999999991,38.03157,-1,51,540,1000,3,165,0.0,0,165,0,0,none:medical,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,376
713,-78.47633,38.0318100000001,-1,51,540,1000,3,183,0.0,0,183,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,475
714,-78.4736,38.0318,-1,51,540,1000,3,332,0.0,0,332,0,0,none:medical,0,2.0,1,0,0,0,1,0,0,0.2857142857142857,0,1,1,579
715,-78.47633,38.0318,-1,51,540,1000,3,183,0.0,0,183,0,0,none:medical,0,2.0,1,0,0,0,1,0,0,0.2857142857142857,0,1,1,583
716,-78.4749275,38.0332945,-1,51,540,1000,3,0,0.0,0,0,0,0,none:home,1,15.0,1,2,2,2,3,2,3,2.142857142857143,2,3,1,638
717,-78.47128416438129,38.03680847394671,-1,51,540,1000,3,0,0.0,0,0,0,0,none:home,1,26.0,5,5,5,5,1,3,2,3.7142857142857135,4,5,1,718
718,-77.4633699999999,38.29859,-1,51,630,100,3,5000,0.0,0,5000,0,0,none:medical,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,352
719,-77.51305,38.30635,-1,51,630,500,2,1,5000.0,0,1,0,0,none:retail,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,11
720,-77.51276999999997,38.29966,-1,51,630,500,2,1,3896.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,19
721,-77.50596999999998,38.30356,-1,51,630,500,2,1,5000.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,207
722,-77.50829,38.30218,-1,51,630,500,2,1,1486.0,0,1,0,0,none:retail,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,230
723,-77.51014,38.3059400000001,-1,51,630,500,2,188,0.0,0,188,0,0,none:medical,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,314
724,-77.4589999999999,37.57829,-1,51,760,10402,1,1939,0.0,0,1939,0,0,none:care_facilitation,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,569
725,-77.47129,37.5661000000001,-1,51,760,40200,2,825,0.0,0,825,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,370
726,-77.45521,37.5690900000001,-1,51,760,40200,2,4289,0.0,0,4289,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,446
727,-77.47265,37.5542800000001,-1,51,760,41000,2,359,0.0,0,359,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,438
728,-77.48573,37.5472300000001,-1,51,760,41600,1,1594,0.0,0,1594,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,351
729,-77.47675,37.57551,-1,51,760,50100,1,1,4977.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,141
730,-77.51944,37.57294,-1,51,760,50500,2,1,231.0,0,1,0,0,none:retail,0,7.0,0,2,2,2,1,0,0,1.0,1,2,1,254
731,-77.45578,37.51355,-1,51,760,60400,1,1,2745.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,99
732,-77.5723,37.54965,-1,51,760,70100,1,1,1275.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,42
733,-76.68828,37.27458,-1,51,830,370200,1,1,246.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,73
734,-76.72251999999997,37.2794200000001,-1,51,830,370300,2,3076,0.0,0,3076,0,0,none:care_facilitation,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,394
