daynum,pid,activity_number,activity_type,start_time,end_time,duration,lid
0,92,14,1,79200,100800,21600,722
1,92,15,1,100800,111480,10680,722
1,92,17,2,113760,127680,13920,620
1,92,19,4,128100,128760,660,618
1,92,21,4,129360,129780,420,417
1,92,23,2,130860,147720,16860,620
1,92,25,1,151380,187200,35820,722
2,92,26,1,187200,197880,10680,722
2,92,28,2,200160,214080,13920,620
2,92,30,4,214500,215160,660,396
2,92,32,4,215760,216180,420,587
2,92,34,2,217260,234120,16860,620
2,92,36,1,237780,273600,35820,722
3,92,37,1,273600,284280,10680,722
3,92,39,2,286560,300480,13920,620
3,92,41,4,300900,301560,660,618
3,92,43,4,302160,302580,420,455
3,92,45,2,303660,320520,16860,620
3,92,47,1,324180,360000,35820,722
4,92,48,1,360000,370800,10800,722
4,92,50,4,372600,373200,600,568
4,92,52,2,374400,378000,3600,620
4,92,54,4,379800,384300,4500,621
4,92,56,2,385200,392400,7200,620
4,92,58,1,392700,395400,2700,722
4,92,60,2,396000,406800,10800,620
4,92,62,1,407100,408570,1470,722
4,92,64,4,408690,419850,11160,284
4,92,66,1,419970,446400,26430,722
5,92,67,1,446400,473400,27000,722
5,92,69,4,475740,486000,10260,442
5,92,71,3,488670,488970,300,49
5,92,73,1,489780,532800,43020,722
6,92,74,1,532800,564000,31200,722
6,92,76,2,564180,564480,300,620
6,92,78,2,564840,565980,1140,620
6,92,80,3,566520,567360,840,79
6,92,82,3,567780,568260,480,233
6,92,84,3,568590,568890,300,2
6,92,86,1,569220,604800,35580,722
0,93,0,1,0,25200,25200,700
0,93,2,2,26100,45000,18900,540
0,93,4,4,45600,47700,2100,602
0,93,6,2,48600,61200,12600,540
0,93,8,1,62400,68400,6000,700
0,93,10,3,69300,76500,7200,213
0,93,12,1,77400,100800,23400,700
1,93,13,1,100800,114300,13500,700
1,93,15,2,122400,126300,3900,540
1,93,17,4,126900,130500,3600,609
1,93,19,3,138300,138660,360,231
1,93,21,1,139440,187200,47760,700
2,93,22,1,187200,200700,13500,700
2,93,24,2,208800,212700,3900,540
2,93,26,4,213300,216900,3600,591
2,93,28,3,224700,225060,360,38
2,93,30,1,225840,273600,47760,700
3,93,31,1,273600,287100,13500,700
3,93,33,2,295200,299100,3900,540
3,93,35,4,299700,303300,3600,332
3,93,37,3,311100,311460,360,68
3,93,39,1,312240,360000,47760,700
4,93,40,4,360000,446400,86400,383
5,93,41,1,446400,532800,86400,700
6,93,42,1,532800,550800,18000,700
6,93,44,3,552300,555300,3000,219
6,93,46,1,556800,559800,3000,700
6,93,48,4,565200,568800,3600,542
6,93,50,2,569400,571500,2100,540
6,93,52,4,572100,574200,2100,308
6,93,54,4,577800,586800,9000,587
6,93,56,3,588900,589500,600,213
6,93,58,1,591300,604800,13500,700
0,94,0,1,0,43800,43800,650
0,94,2,4,44040,45990,1950,343
0,94,4,1,46110,59580,13470,650
0,94,6,4,60000,60360,360,541
0,94,8,4,60780,61200,420,332
0,94,10,1,61560,62160,600,650
0,94,12,3,62520,64320,1800,40
0,94,14,1,64680,70620,5940,650
0,94,16,4,71040,72780,1740,572
0,94,18,1,73200,100800,27600,650
1,94,19,1,100800,108540,7740,650
1,94,21,4,108780,114240,5460,448
1,94,23,2,115320,152100,36780,309
1,94,25,1,153600,187200,33600,650
2,94,26,1,187200,194940,7740,650
2,94,28,4,195180,200640,5460,531
2,94,30,2,201720,238500,36780,309
2,94,32,1,240000,273600,33600,650
3,94,33,1,273600,281340,7740,650
3,94,35,4,281580,287040,5460,587
3,94,37,2,288120,324900,36780,309
3,94,39,1,326400,360000,33600,650
4,94,40,1,360000,369600,9600,650
4,94,42,2,370980,407400,36420,309
4,94,44,1,408540,446400,37860,650
5,94,45,1,446400,532800,86400,650
6,94,46,1,532800,562500,29700,650
6,94,48,4,563100,573300,10200,599
6,94,50,1,573900,604800,30900,650
0,95,0,1,0,29400,29400,728
0,95,2,2,30600,41280,10680,631
0,95,4,4,41700,44100,2400,507
0,95,6,2,44520,64800,20280,631
0,95,8,4,65700,68400,2700,620
0,95,10,4,69300,71100,1800,528
0,95,12,1,72000,74700,2700,728
0,95,14,4,75000,79800,4800,555
0,95,16,1,80220,100800,20580,728
1,95,17,1,100800,117300,16500,728
1,95,19,2,117600,128100,10500,631
1,95,21,1,128400,144120,15720,728
1,95,23,6,146700,157380,10680,260
1,95,25,1,159300,164220,4920,728
1,95,27,1,164700,168900,4200,728
1,95,29,1,169200,187200,18000,728
2,95,30,1,187200,203700,16500,728
2,95,32,2,204000,214500,10500,631
2,95,34,1,214800,230520,15720,728
2,95,36,6,233100,243780,10680,260
2,95,38,1,245700,250620,4920,728
2,95,40,1,251100,255300,4200,728
2,95,42,1,255600,273600,18000,728
3,95,43,1,273600,290100,16500,728
3,95,45,2,290400,300900,10500,631
3,95,47,1,301200,316920,15720,728
3,95,49,6,319500,330180,10680,260
3,95,51,1,332100,337020,4920,728
3,95,53,1,337500,341700,4200,728
3,95,55,1,342000,360000,18000,728
4,95,56,1,360000,446400,86400,728
5,95,57,1,446400,474360,27960,728
5,95,59,1,474480,482100,7620,728
5,95,61,4,482400,485400,3000,540
5,95,63,4,486000,491400,5400,389
5,95,65,1,492000,500400,8400,728
5,95,67,1,502080,532800,30720,728
6,95,68,1,532800,552660,19860,728
6,95,70,4,558300,565140,6840,325
6,95,72,1,567120,573780,6660,728
6,95,74,3,574440,580860,6420,175
6,95,76,1,581460,582420,960,728
6,95,78,4,583200,586560,3360,291
6,95,80,3,587040,587340,300,12
6,95,82,1,587640,604800,17160,728
0,96,0,1,0,74100,74100,701
0,96,2,1,76440,100800,24360,701
1,96,3,1,100800,113880,13080,701
1,96,5,2,114300,132300,18000,254
1,96,7,4,132900,134100,1200,569
1,96,9,2,134700,154380,19680,254
1,96,11,1,154800,187200,32400,701
2,96,12,1,187200,200280,13080,701
2,96,14,2,200700,218700,18000,254
2,96,16,4,219300,220500,1200,351
2,96,18,2,221100,240780,19680,254
2,96,20,1,241200,273600,32400,701
3,96,21,1,273600,286680,13080,701
3,96,23,2,287100,305100,18000,254
3,96,25,4,305700,306900,1200,438
3,96,27,2,307500,327180,19680,254
3,96,29,1,327600,360000,32400,701
4,96,30,1,360000,390000,30000,701
4,96,32,2,391800,425400,33600,254
4,96,34,4,425640,425940,300,446
4,96,36,1,427620,446400,18780,701
5,96,37,1,446400,477780,31380,701
5,96,39,4,478500,480480,1980,366
5,96,41,3,480780,483660,2880,141
5,96,43,1,484260,487800,3540,701
5,96,45,1,492300,494160,1860,701
5,96,47,4,494580,498600,4020,370
5,96,49,1,498960,532800,33840,701
6,96,50,1,532800,559200,26400,701
6,96,52,3,559800,561900,2100,42
6,96,54,1,562320,577800,15480,701
6,96,56,3,578400,579600,1200,99
6,96,58,1,580200,604800,24600,701
0,97,0,1,0,30000,30000,731
0,97,2,1,30300,59400,29100,731
0,97,4,1,59700,100800,41100,731
1,97,5,1,100800,115500,14700,731
1,97,7,4,115620,116100,480,572
1,97,9,2,116220,123300,7080,563
1,97,11,2,123600,127500,3900,563
1,97,13,2,128400,132000,3600,563
1,97,15,4,132300,132900,600,348
1,97,17,2,135720,141000,5280,563
1,97,19,2,142500,147600,5100,563
1,97,21,3,148080,148500,420,233
1,97,23,1,150900,187200,36300,731
2,97,24,1,187200,201900,14700,731
2,97,26,4,202020,202500,480,415
2,97,28,2,202620,209700,7080,563
2,97,30,2,210000,213900,3900,563
2,97,32,2,214800,218400,3600,563
2,97,34,4,218700,219300,600,618
2,97,36,2,222120,227400,5280,563
2,97,38,2,228900,234000,5100,563
2,97,40,3,234480,234900,420,226
2,97,42,1,237300,273600,36300,731
3,97,43,1,273600,288300,14700,731
3,97,45,4,288420,288900,480,568
3,97,47,2,289020,296100,7080,563
3,97,49,2,296400,300300,3900,563
3,97,51,2,301200,304800,3600,563
3,97,53,4,305100,305700,600,566
3,97,55,2,308520,313800,5280,563
3,97,57,2,315300,320400,5100,563
3,97,59,3,320880,321300,420,48
3,97,61,1,323700,360000,36300,731
4,97,62,1,360000,372900,12900,731
4,97,64,4,373800,374400,600,579
4,97,66,1,375300,388800,13500,731
4,97,68,2,389220,390000,780,563
4,97,70,4,390600,393600,3000,587
4,97,72,1,394200,400500,6300,731
4,97,74,4,401100,401700,600,355
4,97,76,4,402000,405000,3000,540
4,97,78,1,405600,446400,40800,731
5,97,79,1,446400,464400,18000,731
5,97,81,4,468000,480600,12600,553
5,97,83,1,486000,532800,46800,731
6,97,84,1,532800,559800,27000,731
6,97,86,1,562200,578700,16500,731
6,97,88,3,579300,580170,870,216
6,97,90,3,580290,581700,1410,78
6,97,92,4,582300,582900,600,308
6,97,94,1,583500,604800,21300,731
0,98,0,1,0,51000,51000,655
0,98,2,4,52140,55800,3660,404
0,98,4,3,56160,57600,1440,227
0,98,6,4,57900,67800,9900,587
0,98,8,1,69000,100800,31800,655
1,98,9,1,100800,137700,36900,655
1,98,11,4,139200,140100,900,567
1,98,13,3,141000,141600,600,50
1,98,15,1,142200,187200,45000,655
2,98,16,1,187200,224100,36900,655
2,98,18,4,225600,226500,900,623
2,98,20,3,227400,228000,600,130
2,98,22,1,228600,273600,45000,655
3,98,23,1,273600,310500,36900,655
3,98,25,4,312000,312900,900,334
3,98,27,3,313800,314400,600,117
3,98,29,1,315000,360000,45000,655
4,98,30,4,360000,446400,86400,374
5,98,31,1,446400,532800,86400,655
6,98,32,1,532800,560700,27900,655
6,98,34,3,563520,564240,720,103
6,98,36,3,565200,575100,9900,130
6,98,38,1,576000,581400,5400,655
6,98,40,2,582300,585600,3300,502
6,98,42,3,586500,589800,3300,124
6,98,44,1,592200,604800,12600,655
0,99,0,1,0,14400,14400,694
0,99,2,3,14520,36000,21480,11
0,99,4,3,37800,41400,3600,230
0,99,6,3,42000,46800,4800,152
0,99,8,1,49500,100800,51300,694
1,99,9,1,100800,117000,16200,694
1,99,13,1,154800,187200,32400,694
2,99,14,1,187200,203400,16200,694
2,99,18,1,241200,273600,32400,694
3,99,19,1,273600,289800,16200,694
3,99,23,1,327600,360000,32400,694
4,99,24,4,360000,446400,86400,371
5,99,25,1,446400,473400,27000,694
5,99,27,7,474300,486000,11700,104
5,99,29,1,486900,532800,45900,694
6,99,30,1,532800,570000,37200,694
6,99,32,4,572100,574680,2580,582
6,99,34,4,575100,577200,2100,352
6,99,36,3,577320,578100,780,207
6,99,38,3,579600,586200,6600,19
6,99,40,4,589260,592860,3600,314
6,99,42,1,595560,604800,9240,694
